{'id': 'AVD-2021-25745', '漏洞名称': 'Linux ingress-nginx 安全漏洞（CVE-2021-25745）', '漏洞类型': '未定义', '披露时间': '2022-04-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-39228', '漏洞名称': 'linuxfoundation tremor 释放后使用', '漏洞类型': 'CWE-416', '披露时间': '2021-09-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38300', '漏洞名称': 'Linux kernel安全漏洞', '漏洞类型': '未定义', '披露时间': '2021-09-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3752', '漏洞名称': 'Linux kernel 安全漏洞', '漏洞类型': 'CWE-416', '披露时间': '2021-09-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36966', '漏洞名称': '适用于 Linux 的 Windows 子系统特权提升漏洞', '漏洞类型': 'CWE-269', '披露时间': '2021-09-14', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38201', '漏洞名称': 'Linux kernel 缓冲区错误漏洞', '漏洞类型': 'CWE-119', '披露时间': '2021-09-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3715', '漏洞名称': 'Linux kernel安全漏洞', '漏洞类型': 'CWE-416', '披露时间': '2021-09-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-40490', '漏洞名称': 'Linux kernel 竞争条件问题漏洞', '漏洞类型': 'CWE-362', '披露时间': '2021-09-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3652', '漏洞名称': 'Arch Linux 授权问题漏洞', '漏洞类型': 'CWE-287', '披露时间': '2021-08-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-888898', '漏洞名称': 'deepin linux存在二进制漏洞（CNVD-2021-56781）', '漏洞类型': '未定义', '披露时间': '2021-08-28', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-21781', '漏洞名称': 'linux linux_kernel 对未经初始化资源的使用', '漏洞类型': 'CWE-908', '披露时间': '2021-08-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3573', '漏洞名称': 'linux linux_kernel 使用共享资源的并发执行不恰当同步问题（竞争条件）', '漏洞类型': 'CWE-362', '披露时间': '2021-08-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3635', '漏洞名称': 'linux linux_kernel 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-08-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1107', '漏洞名称': 'nvidia jetson_linux 认证机制不恰当', '漏洞类型': 'CWE-287', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1108', '漏洞名称': 'nvidia jetson_linux 整数下溢（超界折返）', '漏洞类型': 'CWE-191', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1110', '漏洞名称': 'nvidia jetson_linux 输入验证不恰当', '漏洞类型': 'CWE-20', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1112', '漏洞名称': 'nvidia jetson_linux 空指针解引用', '漏洞类型': 'CWE-476', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1109', '漏洞名称': 'nvidia jetson_linux 通过差异性导致的信息暴露', '漏洞类型': 'CWE-203', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1111', '漏洞名称': 'nvidia jetson_linux 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1113', '漏洞名称': 'nvidia jetson_linux 授权机制不正确', '漏洞类型': 'CWE-863', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1114', '漏洞名称': 'nvidia jetson_linux 释放后使用', '漏洞类型': 'CWE-416', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-1106', '漏洞名称': 'nvidia jetson_linux 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38207', '漏洞名称': 'Linux kernel 安全漏洞', '漏洞类型': 'CWE-120', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38205', '漏洞名称': 'linux linux_kernel 使用未经初始化的指针', '漏洞类型': 'CWE-824', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38203', '漏洞名称': 'Linux kernel 安全漏洞', '漏洞类型': 'CWE-770', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38202', '漏洞名称': 'Linux kernel 缓冲区错误漏洞', '漏洞类型': 'CWE-125', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38208', '漏洞名称': 'Linux kernel 代码问题漏洞', '漏洞类型': 'CWE-476', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38209', '漏洞名称': 'Linux kernel 安全漏洞', '漏洞类型': 'CWE-203', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38200', '漏洞名称': 'Linux kernel 代码问题漏洞', '漏洞类型': 'CWE-476', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38204', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-416', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38206', '漏洞名称': 'Linux kernel代码问题漏洞', '漏洞类型': 'CWE-476', '披露时间': '2021-08-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38160', '漏洞名称': 'Linux kernel安全漏洞', '漏洞类型': 'CWE-120', '披露时间': '2021-08-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36795', '漏洞名称': 'cohesity linux_agent 缺省权限不正确', '漏洞类型': 'CWE-276', '披露时间': '2021-08-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-38166', '漏洞名称': 'Linux kernel 输入验证错误漏洞', '漏洞类型': 'CWE-190', '披露时间': '2021-08-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3655', '漏洞名称': 'linux linux_kernel 资源初始化缺失', '漏洞类型': 'CWE-909', '披露时间': '2021-08-06', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3679', '漏洞名称': 'linux linux_kernel 未加控制的资源消耗（资源穷尽）', '漏洞类型': 'CWE-400', '披露时间': '2021-08-06', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36157', '漏洞名称': 'linuxfoundation cortex 对路径名的限制不恰当（路径遍历）', '漏洞类型': 'CWE-22', '披露时间': '2021-08-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34556', '漏洞名称': 'linux linux_kernel 通过差异性导致的信息暴露', '漏洞类型': 'CWE-203', '披露时间': '2021-08-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-35477', '漏洞名称': 'linux linux_kernel 通过差异性导致的信息暴露', '漏洞类型': 'CWE-203', '披露时间': '2021-08-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-37600', '漏洞名称': 'kernel util-linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-07-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32000', '漏洞名称': 'Micro Focus SUSE Linux Enterprise Server 安全漏洞', '漏洞类型': 'CWE-61', '披露时间': '2021-07-28', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-37576', '漏洞名称': 'Linux kernel 缓冲区错误漏洞', '漏洞类型': 'CWE-787', '披露时间': '2021-07-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32760', '漏洞名称': 'linuxfoundation containerd 将资源暴露给错误范围', '漏洞类型': 'CWE-668', '披露时间': '2021-07-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-29657', '漏洞名称': 'linux linux_kernel 检查时间与使用时间(toctou)的竞争条件', '漏洞类型': 'CWE-367', '披露时间': '2021-07-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-33909', '漏洞名称': 'Linux kernel输入验证错误漏洞', '漏洞类型': 'CWE-120', '披露时间': '2021-07-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-22924', '漏洞名称': 'Arch Linux 信任管理问题漏洞', '漏洞类型': 'CWE-706', '披露时间': '2021-07-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-22922', '漏洞名称': 'Arch Linux代码问题漏洞', '漏洞类型': 'CWE-354', '披露时间': '2021-07-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-22925', '漏洞名称': 'Arch Linux安全漏洞（CVE-2021-22925）', '漏洞类型': 'CWE-908', '披露时间': '2021-07-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-37159', '漏洞名称': 'Linux kernel 资源管理错误漏洞', '漏洞类型': 'CWE-415', '披露时间': '2021-07-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36155', '漏洞名称': 'linuxfoundation grpc_swift 未进行输入大小检查的缓冲区拷贝（传统缓冲区溢出）', '漏洞类型': 'CWE-120', '披露时间': '2021-07-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36154', '漏洞名称': 'linuxfoundation grpc_swift 未经控制的递归', '漏洞类型': 'CWE-674', '披露时间': '2021-07-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3571', '漏洞名称': 'linuxptp_project linuxptp 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-07-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3570', '漏洞名称': 'linuxptp_project linuxptp 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-07-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3612', '漏洞名称': 'linux linux_kernel 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-07-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-25437', '漏洞名称': 'linux tizen 授权机制不正确', '漏洞类型': 'CWE-863', '披露时间': '2021-07-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-25436', '漏洞名称': 'linux tizen 输入验证不恰当', '漏洞类型': 'CWE-20', '披露时间': '2021-07-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-25435', '漏洞名称': 'linux tizen 输入验证不恰当', '漏洞类型': 'CWE-20', '披露时间': '2021-07-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-25434', '漏洞名称': 'linux tizen 输入验证不恰当', '漏洞类型': 'CWE-20', '披露时间': '2021-07-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-25433', '漏洞名称': 'linux tizen 授权机制不正确', '漏洞类型': 'CWE-863', '披露时间': '2021-07-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-22555', '漏洞名称': 'Linux Netfilter本地权限提升漏洞', '漏洞类型': 'CWE-787', '披露时间': '2021-07-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-35039', '漏洞名称': 'linux linux_kernel 密码学签名的验证不恰当', '漏洞类型': 'CWE-347', '披露时间': '2021-07-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36158', '漏洞名称': 'alpinelinux aports 敏感数据的明文存储', '漏洞类型': 'CWE-312', '披露时间': '2021-07-06', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36148', '漏洞名称': 'linux acrn 未进行输入大小检查的缓冲区拷贝（传统缓冲区溢出）', '漏洞类型': 'CWE-120', '披露时间': '2021-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36147', '漏洞名称': 'linux acrn 空指针解引用', '漏洞类型': 'CWE-476', '披露时间': '2021-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36146', '漏洞名称': 'linux acrn 空指针解引用', '漏洞类型': 'CWE-476', '披露时间': '2021-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36145', '漏洞名称': 'linux acrn 释放后使用', '漏洞类型': 'CWE-416', '披露时间': '2021-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36144', '漏洞名称': 'linux acrn 释放后使用', '漏洞类型': 'CWE-416', '披露时间': '2021-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36143', '漏洞名称': 'linux acrn 空指针解引用', '漏洞类型': 'CWE-476', '披露时间': '2021-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-3623', '漏洞名称': 'Archlinux libtpms 缓冲区错误漏洞', '漏洞类型': 'CWE-787', '披露时间': '2021-07-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36087', '漏洞名称': 'selinux_project selinux 跨界内存读', '漏洞类型': 'CWE-125', '披露时间': '2021-07-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36086', '漏洞名称': 'selinux_project selinux 释放后使用', '漏洞类型': 'CWE-416', '披露时间': '2021-07-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-36084', '漏洞名称': 'SELinux 资源管理错误漏洞', '漏洞类型': 'CWE-416', '披露时间': '2021-07-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34381', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34382', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34373', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34374', '漏洞名称': 'nvidia jetson_linux 输入验证不恰当', '漏洞类型': 'CWE-20', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34375', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34376', '漏洞名称': 'nvidia jetson_linux 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34377', '漏洞名称': 'nvidia jetson_linux 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34378', '漏洞名称': 'nvidia jetson_linux 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34379', '漏洞名称': 'nvidia jetson_linux 内存缓冲区边界内操作的限制不恰当', '漏洞类型': 'CWE-119', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34380', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34383', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34384', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34385', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-28691', '漏洞名称': 'linux linux_kernel 释放后使用', '漏洞类型': 'CWE-416', '披露时间': '2021-06-29', '漏洞状态': 'CVE'}
{'id': 'AVD-2020-28097', '漏洞名称': 'linux linux_kernel 跨界内存读', '漏洞类型': 'CWE-125', '披露时间': '2021-06-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-33624', '漏洞名称': 'linux linux_kernel 通过差异性导致的信息暴露', '漏洞类型': 'CWE-203', '披露时间': '2021-06-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-894553', '漏洞名称': '广州中思软件有限公司RoseMirrorHA-linux存在弱口令漏洞（CNVD-2021-37356）', '漏洞类型': '未定义', '披露时间': '2021-06-24', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34391', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34395', '漏洞名称': 'nvidia jetson_linux 缺省权限不正确', '漏洞类型': 'CWE-276', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34396', '漏洞名称': 'nvidia jetson_linux 授权机制不正确', '漏洞类型': 'CWE-863', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34397', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34390', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34392', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34393', '漏洞名称': 'nvidia jetson_linux 可信数据的反序列化', '漏洞类型': 'CWE-502', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34394', '漏洞名称': 'nvidia jetson_linux 可信数据的反序列化', '漏洞类型': 'CWE-502', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-894572', '漏洞名称': 'WPS Office 2019 For Linux存在命令执行漏洞（CNVD-2021-35581）', '漏洞类型': '未定义', '披露时间': '2021-06-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34372', '漏洞名称': 'CVE-2021-34372 nvidia英伟达 jetson_linux 整数溢出', '漏洞类型': 'CWE-190', '披露时间': '2021-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2525', '漏洞名称': 'linux linux_kernel 授权机制不正确', '漏洞类型': 'CWE-863', '披露时间': '2021-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34387', '漏洞名称': 'nvidia jetson_linux 缺省权限不正确', '漏洞类型': 'CWE-276', '披露时间': '2021-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34386', '漏洞名称': 'nvidia jetson_linux 整数溢出或超界折返', '漏洞类型': 'CWE-190', '披露时间': '2021-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34389', '漏洞名称': 'nvidia jetson_linux 在移除最后引用时对内存的释放不恰当（内存泄露）', '漏洞类型': 'CWE-401', '披露时间': '2021-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34388', '漏洞名称': 'nvidia jetson_linux 跨界内存写', '漏洞类型': 'CWE-787', '披露时间': '2021-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32078', '漏洞名称': 'linux linux_kernel 跨界内存读', '漏洞类型': 'CWE-125', '披露时间': '2021-06-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-34693', '漏洞名称': 'linux linux_kernel 资源初始化缺失', '漏洞类型': 'CWE-909', '披露时间': '2021-06-15', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32555', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32554', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32553', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32552', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32551', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32550', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32549', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32548', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-32547', '漏洞名称': 'canonical ubuntu_linux 在文件访问前对链接解析不恰当（链接跟随）', '漏洞类型': 'CWE-59', '披露时间': '2021-06-12', '漏洞状态': 'CVE'}
